0.339,3.174
0.360,3.184
0.380,3.194
0.399,3.204
0.417,3.214
0.434,3.223
0.450,3.233
0.465,3.243
0.478,3.253
0.491,3.263
0.504,3.272
0.515,3.282
0.525,3.292
0.534,3.302
0.542,3.312
0.549,3.322
0.555,3.331
0.560,3.341
0.565,3.351
0.568,3.361
0.570,3.371
0.571,3.380
0.572,3.390
0.571,3.400
0.569,3.410
0.567,3.420
0.563,3.429
0.558,3.439
0.553,3.449
0.546,3.459
0.539,3.469
0.530,3.478
0.520,3.488
0.510,3.498
0.499,3.508
0.486,3.518
0.473,3.527
0.458,3.537
0.443,3.547
0.426,3.557
0.409,3.567
0.391,3.576
0.371,3.586
0.351,3.596
0.330,3.606
0.308,3.616
0.284,3.625
0.260,3.635
0.235,3.645
0.209,3.655
0.182,3.665
0.154,3.675
0.125,3.684
9.456e-02,3.694
6.353e-02,3.704
3.152e-02,3.714
-1.469e-03,3.724
-3.387e-02,3.733
-6.119e-02,3.743
-7.967e-02,3.753
-8.694e-02,3.763
-8.228e-02,3.773
-6.647e-02,3.782
-4.184e-02,3.792
-1.202e-02,3.802
1.878e-02,3.812
4.865e-02,3.822
7.752e-02,3.831
0.105,3.841
0.132,3.851
0.158,3.861
0.183,3.871
0.207,3.880
0.230,3.890
0.252,3.900
0.273,3.910
0.293,3.920
0.312,3.929
0.330,3.939
0.347,3.949
0.363,3.959
0.379,3.969
0.393,3.979
0.406,3.988
0.418,3.998
0.429,4.008
0.440,4.018
0.449,4.028
0.457,4.037
0.464,4.047
0.471,4.057
0.476,4.067
0.480,4.077
0.484,4.086
0.486,4.096
0.487,4.106
0.488,4.116
0.487,4.126
0.486,4.135
0.483,4.145
0.480,4.155
0.475,4.165
0.470,4.175
0.463,4.184
0.456,4.194
0.448,4.204
0.438,4.214
0.428,4.224
0.417,4.233
0.404,4.243
0.391,4.253
0.377,4.263
0.361,4.273
0.345,4.282
0.328,4.292
0.310,4.302
0.291,4.312
0.271,4.322
0.249,4.332
0.227,4.341
0.204,4.351
0.180,4.361
0.155,4.371
0.129,4.381
0.102,4.390
7.414e-02,4.400
4.520e-02,4.410
1.528e-02,4.420
-1.538e-02,4.430
-4.374e-02,4.439
-6.574e-02,4.449
-7.843e-02,4.459
-8.028e-02,4.469
-7.125e-02,4.479
-5.271e-02,4.488
-2.736e-02,4.498
1.042e-03,4.508
2.910e-02,4.518
5.618e-02,4.528
8.227e-02,4.537
0.107,4.547
0.132,4.557
0.155,4.567
0.177,4.577
0.198,4.586
0.218,4.596
0.237,4.606
0.256,4.616
0.273,4.626
0.289,4.636
0.304,4.645
0.319,4.655
0.332,4.665
0.344,4.675
0.356,4.685
0.366,4.694
0.376,4.704
0.384,4.714
0.392,4.724
0.398,4.734
0.404,4.743
0.408,4.753
0.411,4.763
0.414,4.773
0.416,4.783
0.416,4.792
0.416,4.802
0.414,4.812
0.412,4.822
0.409,4.832
0.405,4.841
0.399,4.851
0.393,4.861
0.386,4.871
0.377,4.881
0.368,4.890
0.358,4.900
0.347,4.910
0.335,4.920
0.322,4.930
0.307,4.939
0.292,4.949
0.276,4.959
0.259,4.969
0.241,4.979
0.222,4.989
0.202,4.998
0.181,5.008
0.159,5.018
0.136,5.028
0.113,5.038
8.768e-02,5.047
6.183e-02,5.057
3.501e-02,5.067
7.208e-03,5.077
-2.100e-02,5.087
-4.616e-02,5.096
-6.473e-02,5.106
-7.424e-02,5.116
-7.362e-02,5.126
-6.312e-02,5.136
-4.430e-02,5.145
-1.992e-02,5.155
6.436e-03,5.165
3.209e-02,5.175
5.677e-02,5.185
8.046e-02,5.194
0.103,5.204
0.125,5.214
0.146,5.224
0.165,5.234
0.184,5.243
0.202,5.253
0.219,5.263
0.235,5.273
0.249,5.283
0.263,5.293
0.276,5.302
0.288,5.312
0.299,5.322
0.309,5.332
0.318,5.342
0.326,5.351
0.333,5.361
0.339,5.371
0.344,5.381
0.348,5.391
0.351,5.400
0.353,5.410
0.355,5.420
0.355,5.430
0.354,5.440
0.352,5.449
0.349,5.459
0.345,5.469
0.341,5.479
0.335,5.489
0.328,5.498
0.321,5.508
0.312,5.518
0.302,5.528
0.292,5.538
0.280,5.547
0.268,5.557
0.254,5.567
0.239,5.577
0.224,5.587
0.207,5.596
0.190,5.606
0.172,5.616
0.152,5.626
0.132,5.636
0.110,5.646
8.786e-02,5.655
6.451e-02,5.665
4.018e-02,5.675
1.488e-02,5.685
-1.126e-02,5.695
-3.585e-02,5.704
-5.535e-02,5.714
-6.712e-02,5.724
-6.972e-02,5.734
-6.300e-02,5.744
-4.797e-02,5.753
-2.684e-02,5.763
-2.726e-03,5.773
2.124e-02,5.783
4.423e-02,5.793
6.623e-02,5.802
8.725e-02,5.812
0.107,5.822
0.126,5.832
0.144,5.842
0.162,5.851
0.178,5.861
0.193,5.871
0.207,5.881
0.220,5.891
0.232,5.900
0.243,5.910
0.254,5.920
0.263,5.930
0.271,5.940
0.279,5.950
0.285,5.959
0.290,5.969
0.294,5.979
0.298,5.989
0.300,5.999
0.302,6.008
0.302,6.018
0.301,6.028
0.300,6.038
0.297,6.048
0.294,6.057
0.289,6.067
0.284,6.077
0.278,6.087
0.270,6.097
0.262,6.106
0.253,6.116
0.242,6.126
0.231,6.136
0.218,6.146
0.205,6.155
0.191,6.165
0.176,6.175
0.159,6.185
0.142,6.195
0.124,6.204
0.105,6.214
8.474e-02,6.224
6.362e-02,6.234
4.153e-02,6.244
1.845e-02,6.253
-5.570e-03,6.263
-2.888e-02,6.273
-4.816e-02,6.283
-6.076e-02,6.293
-6.508e-02,6.303
-6.073e-02,6.312
-4.841e-02,6.322
-2.993e-02,6.332
-8.008e-03,6.342
1.428e-02,6.352
3.560e-02,6.361
5.595e-02,6.371
7.531e-02,6.381
9.370e-02,6.391
0.111,6.401
0.128,6.410
0.143,6.420
0.157,6.430
0.171,6.440
0.183,6.450
0.195,6.459
0.205,6.469
0.215,6.479
0.224,6.489
0.231,6.499
0.238,6.508
0.243,6.518
0.248,6.528
0.252,6.538
0.254,6.548
0.256,6.557
0.257,6.567
0.257,6.577
0.255,6.587
0.253,6.597
0.250,6.607
0.246,6.616
0.241,6.626
0.235,6.636
0.228,6.646
0.219,6.656
0.210,6.665
0.200,6.675
0.189,6.685
0.177,6.695
0.164,6.705
0.150,6.714
0.135,6.724
0.119,6.734
0.102,6.744
8.464e-02,6.754
6.578e-02,6.763
4.594e-02,6.773
2.513e-02,6.783
3.339e-03,6.793
-1.881e-02,6.803
-3.842e-02,6.812
-5.275e-02,6.822
-5.990e-02,6.832
-5.908e-02,6.842
-5.052e-02,6.852
-3.550e-02,6.861
-1.621e-02,6.871
4.509e-03,6.881
2.449e-02,6.891
4.349e-02,6.901
6.151e-02,6.911
7.854e-02,6.920
9.460e-02,6.930
0.110,6.940
0.124,6.950
0.137,6.960
0.149,6.969
0.160,6.979
0.170,6.989
0.179,6.999
0.188,7.009
0.195,7.018
0.201,7.028
0.206,7.038
0.211,7.048
0.214,7.058
0.216,7.067
0.218,7.077
0.218,7.087
0.217,7.097
0.216,7.107
0.213,7.116
0.210,7.126
0.205,7.136
0.200,7.146
0.193,7.156
0.186,7.165
0.177,7.175
0.168,7.185
0.158,7.195
0.146,7.205
0.134,7.214
0.120,7.224
0.106,7.234
9.078e-02,7.244
7.449e-02,7.254
5.723e-02,7.264
3.899e-02,7.273
1.977e-02,7.283
-4.328e-04,7.293
-2.069e-02,7.303
-3.820e-02,7.313
-5.054e-02,7.322
-5.608e-02,7.332
-5.425e-02,7.342
-4.540e-02,7.352
-3.083e-02,7.362
-1.269e-02,7.371
6.375e-03,7.381
2.460e-02,7.391
4.184e-02,7.401
5.810e-02,7.411
7.337e-02,7.420
8.767e-02,7.430
0.101,7.440
0.113,7.450
0.125,7.460
0.135,7.469
0.144,7.479
0.153,7.489
0.160,7.499
0.167,7.509
0.172,7.518
0.177,7.528
0.180,7.538
0.183,7.548
0.184,7.558
0.185,7.568
0.184,7.577
0.183,7.587
0.181,7.597
0.177,7.607
0.173,7.617
0.168,7.626
0.162,7.636
0.154,7.646
0.146,7.656
0.137,7.666
0.127,7.675
0.115,7.685
0.103,7.695
9.002e-02,7.705
7.589e-02,7.715
6.079e-02,7.724
4.471e-02,7.734
2.765e-02,7.744
9.611e-03,7.754
-9.270e-03,7.764
-2.713e-02,7.773
-4.140e-02,7.783
-5.014e-02,7.793
-5.227e-02,7.803
-4.765e-02,7.813
-3.698e-02,7.822
-2.183e-02,7.832
-4.434e-03,7.842
