2.584,1.025
2.600,1.022
2.617,1.019
2.634,1.011
2.650,1.006
2.667,0.992
2.684,0.973
2.700,0.954
2.717,0.934
2.734,0.902
2.750,0.872
2.767,0.838
2.784,0.802
2.800,0.759
2.817,0.709
2.834,0.659
2.850,0.604
2.867,0.543
2.884,0.482
2.900,0.414
2.917,0.345
2.934,0.271
2.950,0.191
2.967,0.106
2.984,2.018E-2
3.000,-8.959E-2
3.017,-0.147
3.034,-0.134
3.050,-6.232E-2
3.067,1.814E-2
3.084,9.722E-2
3.100,0.173
3.117,0.242
3.134,0.312
3.150,0.375
3.167,0.429
3.184,0.488
3.201,0.538
3.217,0.583
3.234,0.631
3.251,0.667
3.267,0.704
3.284,0.735
3.301,0.765
3.317,0.790
3.334,0.808
3.351,0.825
3.367,0.836
3.384,0.844
3.401,0.847
3.417,0.849
3.434,0.844
3.451,0.837
3.467,0.828
3.484,0.814
3.501,0.798
3.517,0.773
3.534,0.752
3.551,0.722
3.567,0.686
3.584,0.649
3.601,0.608
3.617,0.562
3.634,0.508
3.651,0.454
3.667,0.395
3.684,0.331
3.701,0.262
3.717,0.193
3.734,0.118
3.751,3.791E-2
3.767,-5.141E-2
3.784,-0.126
3.801,-0.150
3.817,-8.959E-2
3.834,-1.459E-2
3.851,6.109E-2
3.867,0.137
3.884,0.204
3.901,0.266
3.917,0.326
3.934,0.382
3.951,0.429
3.967,0.474
3.984,0.517
4.001,0.557
4.017,0.592
4.034,0.624
4.051,0.648
4.067,0.670
4.084,0.689
4.101,0.703
4.117,0.713
4.134,0.723
4.151,0.725
4.167,0.722
4.184,0.717
4.201,0.707
4.217,0.692
4.234,0.673
4.251,0.650
4.267,0.624
4.284,0.601
4.301,0.563
4.317,0.526
4.334,0.485
4.351,0.441
4.367,0.387
4.384,0.333
4.401,0.271
4.417,0.206
4.434,0.139
4.451,6.446E-2
4.467,-1.509E-2
4.484,-9.513E-2
4.501,-0.151
4.517,-0.121
4.534,-5.463E-2
4.551,1.818E-2
4.567,8.664E-2
4.584,0.152
4.601,0.211
4.617,0.265
4.634,0.319
4.651,0.365
4.667,0.408
4.684,0.444
4.701,0.478
4.717,0.508
4.734,0.533
4.751,0.554
4.767,0.571
4.784,0.584
4.801,0.593
4.817,0.599
4.834,0.602
4.851,0.593
4.867,0.586
4.884,0.576
4.901,0.562
4.917,0.541
4.934,0.520
4.951,0.491
4.967,0.460
4.984,0.425
5.001,0.382
5.017,0.339
5.034,0.290
5.051,0.238
5.067,0.177
5.084,0.119
5.101,5.291E-2
5.117,-1.936E-2
5.134,-8.890E-2
5.151,-0.144
5.167,-0.124
5.184,-6.436E-2
5.201,2.454E-3
5.217,6.382E-2
5.234,0.123
5.251,0.175
5.267,0.226
5.284,0.266
5.301,0.309
5.318,0.344
5.334,0.374
5.351,0.402
5.368,0.425
5.384,0.444
5.401,0.459
5.418,0.471
5.434,0.476
5.451,0.479
5.468,0.479
5.484,0.472
5.501,0.464
5.518,0.450
5.534,0.433
5.551,0.413
5.568,0.389
5.584,0.360
5.601,0.321
5.618,0.286
5.634,0.246
5.651,0.195
5.668,0.147
5.684,9.133E-2
5.701,3.085E-2
5.718,-3.269E-2
5.734,-9.929E-2
5.751,-0.136
5.768,-0.115
5.784,-6.331E-2
5.801,-2.832E-3
5.818,5.075E-2
5.834,0.104
5.851,0.149
5.868,0.188
5.884,0.230
5.901,0.264
5.918,0.294
5.934,0.318
5.951,0.340
5.968,0.360
5.984,0.370
6.001,0.381
6.018,0.384
6.034,0.385
6.051,0.380
6.068,0.373
6.084,0.361
6.101,0.345
6.118,0.325
6.134,0.305
6.151,0.278
6.168,0.247
6.184,0.213
6.201,0.174
6.218,0.129
6.234,7.834E-2
6.251,2.433E-2
6.268,-3.326E-2
6.284,-8.998E-2
6.301,-0.129
6.318,-0.113
6.334,-6.506E-2
6.351,-1.779E-2
6.368,3.636E-2
6.384,8.364E-2
6.401,0.125
6.418,0.158
6.434,0.193
6.451,0.225
6.468,0.245
6.484,0.270
6.501,0.283
6.518,0.297
6.534,0.297
6.551,0.301
6.568,0.307
6.584,0.297
6.601,0.287
6.618,0.278
6.634,0.262
6.651,0.241
6.668,0.218
6.684,0.189
6.701,0.158
6.718,0.118
6.734,7.609E-2
6.751,3.382E-2
6.768,-1.595E-2
6.784,-7.322E-2
6.801,-0.117
6.818,-0.119
6.834,-8.959E-2
6.851,-4.391E-2
6.868,5.863E-3
6.884,4.950E-2
6.901,8.563E-2
6.918,0.123
6.934,0.150
6.951,0.175
6.968,0.195
6.984,0.213
7.001,0.225
7.018,0.230
7.034,0.240
7.051,0.237
7.068,0.234
7.084,0.227
7.101,0.216
7.118,0.197
7.134,0.179
7.151,0.152
7.168,0.125
7.184,9.586E-2
7.201,6.109E-2
7.218,2.086E-2
7.234,-2.656E-2
7.251,-7.173E-2
7.268,-0.109
7.284,-0.115
7.301,-8.321E-2
7.318,-4.187E-2
7.334,-2.067E-3
7.351,3.774E-2
7.368,7.066E-2
7.384,9.592E-2
7.401,0.123
7.418,0.143
7.435,0.157
7.451,0.169
7.468,0.177
7.485,0.182
7.501,0.182
7.518,0.176
7.535,0.167
7.551,0.154
7.568,0.136
7.585,0.119
7.601,9.592E-2
7.618,6.224E-2
7.635,3.162E-2
7.651,-3.598E-3
7.668,-4.264E-2
